Identifier,NodeType,followers,Following,connections,Degree
startshineye,leaf-user,,,,2
StarXY,leaf-user,,,,2
stasinopoulos,leaf-user,,,,2
staticfloat,leaf-user,,,,2
statickid,leaf-user,,,,2
staticnull,leaf-user,,,,2
staugur,leaf-user,,,,2
Stay,leaf-user,,,,2
stedolan,leaf-user,,,,2
stefanivic,user,18,51,69,55
StefanKarpinski,leaf-user,,,,4
steida,leaf-user,,,,3
steipete,leaf-user,,,,4
StephanieSpanjian,user,13,21,34,31
StephanWeinhold,user,30,51,81,55
StephenCleary,leaf-user,,,,2
stephencwelch,leaf-user,,,,2
StephenGrider,leaf-user,,,,7
stephenluu,leaf-user,,,,2
stephenLYao,leaf-user,,,,2
stephenmathieson,leaf-user,,,,2
stephenplusplus,leaf-user,,,,4
StephenWang7971,user,16,2,18,18
Stereoraj,leaf-user,,,,2
stevedekorte,leaf-user,,,,3
steveklabnik,leaf-user,,,,6
stevelorenz,user,24,51,75,60
stevemao,leaf-user,,,,6
steven1213,leaf-user,,,,6
steven1227,leaf-user,,,,3
stevenbird,leaf-user,,,,2
SteveNewBee,leaf-user,,,,6
steven-ferrer,user,7,24,31,24
stevengj,leaf-user,,,,3
StevenMedina,user,35,51,86,69
StevenSunzh,leaf-user,,,,2
steventroughtonsmith,leaf-user,,,,2
stevenweaver,leaf-user,,,,2
SteveSanderson,leaf-user,,,,3
stevexy,leaf-user,,,,2
stevogotchi,leaf-user,,,,2
sthapa123,user,2,9,11,9
sthpravin,leaf-user,,,,2
sthulb,leaf-user,,,,2
Stitchpunk,leaf-user,,,,5
Stive-AZ,leaf-user,,,,4
stlcours,leaf-user,,,,2
stliu,user,51,2,53,54
stloyd,leaf-user,,,,2
stof,leaf-user,,,,5
stojanovic,leaf-user,,,,2
stoked-zz,user,51,51,102,366
stone-jin,user,51,51,102,109
stormbaron,leaf-user,,,,2
stormhouse,user,24,51,75,69
stormzhang,leaf-user,,,,24
stpettersens,leaf-user,,,,7
stplotnikov,user,4,14,18,16
straceX,leaf-user,,,,2
strategist922,leaf-user,,,,6
strazzere,leaf-user,,,,2
STRd6,leaf-user,,,,25
strin,user,51,51,102,94
strive0212,leaf-user,,,,2
STRML,leaf-user,,,,3
strongant,leaf-user,,,,4
StrongerSY,leaf-user,,,,2
strongit,leaf-user,,,,2
struCoder,user,23,9,32,32
strugglingyouth,leaf-user,,,,2
strwind,leaf-user,,,,2
stuarch,leaf-user,,,,2
stuarthillary,leaf-user,,,,2
stuartsierra,leaf-user,,,,3
stubbornella,leaf-user,,,,5
stubma,leaf-user,,,,2
studioego,leaf-user,,,,6
STUNT101,leaf-user,,,,2
StylingAndroid,leaf-user,,,,2
s-u,leaf-user,,,,2
subaddiction,user,23,45,68,51
SubarnaTripathi,leaf-user,,,,2
substack,user,51,51,102,160
subTee,leaf-user,,,,4
subtleGradient,leaf-user,,,,2
sudk1896,leaf-user,,,,2
sudosoph,leaf-user,,,,2
suensummit,leaf-user,,,,2
sufaith,leaf-user,,,,3
suissa,leaf-user,,,,6
suitengu,user,19,27,46,28
su-kaiyao,leaf-user,,,,2
sukhbir-singh,leaf-user,,,,2
sulihuang,leaf-user,,,,2
sumit007,user,4,9,13,9
Sumith1896,leaf-user,,,,2
summerblue,leaf-user,,,,5
SummerFalls,leaf-user,,,,5
SummerTimes,leaf-user,,,,2
SumonMSelim,leaf-user,,,,2
sumory,leaf-user,,,,2
sun9git,leaf-user,,,,2
sunanyway,user,10,18,28,25
sunbjt,user,51,10,61,61
sundway,leaf-user,,,,2
SuneBear,leaf-user,,,,5
sungerk,leaf-user,,,,2
sunhaoxiang,leaf-user,,,,2
sunhongyue4500,leaf-user,,,,3
Sunil11235813,leaf-user,,,,2
sunilchandra007,leaf-user,,,,2
Suninus,leaf-user,,,,2
sunisdown,leaf-user,,,,2
sunmaobin,leaf-user,,,,2
sunny1334,leaf-user,,,,6
SunnyMarkLiu,leaf-user,,,,3
sunnyxx,leaf-user,,,,2
Sunnyyoung,leaf-user,,,,2
sunpeng1996,user,37,51,88,65
sunrise9527,leaf-user,,,,3
sunshineg,leaf-user,,,,5
sunshineliang,leaf-user,,,,2
sunsky,leaf-user,,,,2
sunWaterMood,leaf-user,,,,2
sunxiaozhi,leaf-user,,,,3
sunxingxingtf,user,4,51,55,60
sunyiyou,leaf-user,,,,2
superblr,user,51,51,102,83
supercocoa,leaf-user,,,,2
supercoeus,leaf-user,,,,2
Supergran,user,6,3,9,8
superjavason,user,25,45,70,66
SuperKTSF,leaf-user,,,,2
superluffy,leaf-user,,,,2
superpoweredSDK,leaf-user,,,,3
supersabillon,leaf-user,,,,3
supersaiyanblue,leaf-user,,,,2
superstarwulin,leaf-user,,,,3
SuperSuperSuperSuper5,user,7,13,20,20
supgeek-rod,user,42,51,93,82
SupriyaKalghatgi,leaf-user,,,,2
suqi,leaf-user,,,,2
SurfingNerd,user,1,2,3,3
surikov,user,9,0,9,9
SuriyaaKudoIsc,leaf-user,,,,24
suriyadeepan,leaf-user,,,,3
sursh,leaf-user,,,,2
surume,leaf-user,,,,2
surunzi,leaf-user,,,,4
suuuzi,leaf-user,,,,2
suwasbohora,leaf-user,,,,2
suyu34,leaf-user,,,,2
suyuanhxx,user,6,8,14,14
svaarala,user,51,1,52,52
svail,leaf-user,,,,2
svda,user,8,2,10,10
svenkreiss,leaf-user,,,,2
SVetri,leaf-user,,,,2
svzdvd,leaf-user,,,,2
swankjesse,leaf-user,,,,11
swannodette,leaf-user,,,,10
Swapnil52,leaf-user,,,,2
sweetJourney,leaf-user,,,,11
swhgoon,leaf-user,,,,10
swiftcodex,leaf-user,,,,2
Swiip,leaf-user,,,,2
Swizec,leaf-user,,,,4
SwordYork,leaf-user,,,,3
swplzj,leaf-user,,,,2
swq0553,user,2,7,9,9
swuecho,leaf-user,,,,2
SxxSxx,user,6,17,23,19
sxyseo,leaf-user,,,,11
syedkhalid,leaf-user,,,,2
syg,leaf-user,,,,2
syhily,leaf-user,,,,3
syimyuzya,user,27,3,30,28
syl20bnr,leaf-user,,,,4
sylnsfar,user,51,12,63,60
sylvainpolletvillard,leaf-user,,,,2
sylviapric,user,51,51,102,107
synapzd,user,1,44,45,45
SynZhang,leaf-user,,,,2
sysbot,leaf-user,,,,2
syui,leaf-user,,,,3
szaghi,leaf-user,,,,2
szagoruyko,leaf-user,,,,2
szahn,leaf-user,,,,3
szakalq,user,24,40,64,42
szgmwill,leaf-user,,,,2
szhzju,leaf-user,,,,3
SzilviaDeahl,leaf-user,,,,2
SzymonPobiega,leaf-user,,,,2
t02uk,user,13,15,28,20
T0mmyliu,leaf-user,,,,3
t2314862168,leaf-user,,,,2
t2tre,user,4,9,13,10
t3chnoboy,leaf-user,,,,2
t3nsor,leaf-user,,,,2
t4t5,leaf-user,,,,5
Taaoto,leaf-user,,,,3
TabrisK,user,12,14,26,15
Tachone,leaf-user,,,,2
tadeuzagallo,leaf-user,,,,3
tafhimul,user,51,51,102,75
tahircaliskan,leaf-user,,,,2
taiful307,leaf-user,,,,3
taineleau,leaf-user,,,,2
taisasilva,user,3,16,19,18
Taishi-Y,user,18,42,60,51
taitai,leaf-user,,,,2
Taity-mini,user,8,17,25,18
taiwen,leaf-user,,,,5
taiyun,leaf-user,,,,3
takanuva,leaf-user,,,,2
takwas,user,51,51,102,84
TalaatMagdy,leaf-user,,,,2
TalAter,leaf-user,,,,2
talbotseb,leaf-user,,,,4
talegari,leaf-user,,,,2
tamimibrahim,leaf-user,,,,3
tan520500,leaf-user,,,,2
TandyTian,leaf-user,,,,2
tangdu,user,23,1,24,24
tangguangyao,user,51,30,81,81
tanghaibao,leaf-user,,,,2
tangjion,leaf-user,,,,2
tanglong0714,user,0,3,3,3
tangqi92,leaf-user,,,,3
tangqiaoboy,user,51,50,101,118
tangyouhua,leaf-user,,,,3
tangzhirong,leaf-user,,,,2
taniarascia,leaf-user,,,,3
tanjiti,leaf-user,,,,3
tankywoo,user,51,13,64,64
tanmaykm,leaf-user,,,,3
tannerlinsley,leaf-user,,,,2
tanteng,leaf-user,,,,2
tantrev,leaf-user,,,,5
tao12345666333,leaf-user,,,,2
taoeffect,leaf-user,,,,2
taohuobao,leaf-user,,,,3
taoliuh,leaf-user,,,,2
TaoTian,user,18,30,48,32
tao-wai,user,6,0,6,6
taowen,user,51,2,53,53
taozywu,leaf-user,,,,2
tapasweni-pathak,leaf-user,,,,3
tapir-dream,leaf-user,,,,4
tarekziade,leaf-user,,,,3
targetkiller,leaf-user,,,,3
TarikAmine,leaf-user,,,,2
tarmstrong,leaf-user,,,,2
tarruda,leaf-user,,,,2
tasktinkle,leaf-user,,,,2
tatar1985,leaf-user,,,,3
tavechiang,leaf-user,,,,4
tavinathanson,leaf-user,,,,2
tavisrudd,leaf-user,,,,3
tawan158,user,4,1,5,4
TaXueWWL,leaf-user,,,,2
tayfunoziserikan,leaf-user,,,,2
taylor840326,leaf-user,,,,3
taylorotwell,leaf-user,,,,14
tazjin,leaf-user,,,,2
tbarbugli,leaf-user,,,,2
tbosch,leaf-user,,,,3
tbradshaw,leaf-user,,,,2
tbranyen,leaf-user,,,,3
tbreloff,leaf-user,,,,2
tbs1980,user,51,51,102,86
TBXark,leaf-user,,,,2
tc9011,leaf-user,,,,2
tcase360,leaf-user,,,,2
tccmbr,leaf-user,,,,3
tccpc,leaf-user,,,,108
tcdw,leaf-user,,,,2
tcguo,leaf-user,,,,2
tchoutri,leaf-user,,,,2
tclem,leaf-user,,,,3
tdd,leaf-user,,,,2
tdeboissiere,leaf-user,,,,2
tdzl2003,leaf-user,,,,3
teaho2015,leaf-user,,,,2
teamgti,leaf-user,,,,2
Teamo1001,user,5,13,18,16
Teaonly,leaf-user,,,,3
techeventstr,leaf-user,,,,2
techird,leaf-user,,,,2
techmexdev,leaf-user,,,,2
technologiclee,user,51,51,102,120
technomancy,leaf-user,,,,4
technoweenie,leaf-user,,,,2
techtwaddle,user,4,7,11,11
Ted125,leaf-user,,,,2
teddysun,leaf-user,,,,2
TedHacker,leaf-user,,,,2
tedyhy,leaf-user,,,,3
tedzyc,leaf-user,,,,2
teh-cmc,leaf-user,,,,2
TEitelberg,user,2,2,4,3
tejado,leaf-user,,,,2
tejasmanohar,leaf-user,,,,5
tekkub,leaf-user,,,,6
TemaSM,user,12,43,55,55
temberature,leaf-user,,,,3
tencent-wechat,leaf-user,,,,11
tenderlove,leaf-user,,,,5
TengfeiQi,leaf-user,,,,2
Tennesseesunshine,leaf-user,,,,2
tennisonchan,user,51,51,102,132
tenpoku1000,leaf-user,,,,3
terabaud,leaf-user,,,,2
terbo,user,5,5,10,8
Terence95,leaf-user,,,,2
TerenceWallace,user,1,2,3,2
teresamorais,user,14,5,19,14
teresko,leaf-user,,,,4
terkelg,leaf-user,,,,3
ternsip,user,51,51,102,272
teropa,user,51,35,86,90
terrajobst,leaf-user,,,,3
TerribleDev,user,33,20,53,46
TerrorJack,leaf-user,,,,2
terrykingcha,leaf-user,,,,4
Terry-Mao,leaf-user,,,,5
terryoy,leaf-user,,,,2
terrytangyuan,leaf-user,,,,4
terryum,leaf-user,,,,2
tfairane,leaf-user,,,,2
tfredrich,user,51,17,68,68
tgh,user,2,0,2,2
tgriesser,leaf-user,,,,2
TGSoftware,leaf-user,,,,2
th0r,leaf-user,,,,4
thabomosenthal,user,2,27,29,27
ThaDafinser,leaf-user,,,,2
thaJeztah,leaf-user,,,,2
thakkarparth007,leaf-user,,,,2
thanatoskira,leaf-user,,,,2
the31337,leaf-user,,,,2
the5fire,leaf-user,,,,2
theAl,leaf-user,,,,2
TheAlphaNerd,leaf-user,,,,2
theappleman,user,5,4,9,8
thearn,leaf-user,,,,2
thebergamo,leaf-user,,,,2
thebouv,leaf-user,,,,2
theburningmonk,leaf-user,,,,2
TheDeepThinker,user,11,51,62,193
thedrow,leaf-user,,,,6
theekshanasl,leaf-user,,,,2
TheeMattOliver,leaf-user,,,,2
thefoxis,leaf-user,,,,2
thegenemyers,leaf-user,,,,5
TheGossamerFiles,user,14,49,63,53
thehead,leaf-user,,,,2
thehoneymad,leaf-user,,,,4
thehydroimpulse,leaf-user,,,,2
thejameskyle,leaf-user,,,,18
thejeshgn,leaf-user,,,,2
TheLarkInn,leaf-user,,,,4
thelonious,leaf-user,,,,2
thelou1s,leaf-user,,,,2
themeteorchef,leaf-user,,,,2
themsaid,leaf-user,,,,4
TheoLechemia,leaf-user,,,,2
THEONE10211024,leaf-user,,,,2
theoptimusprime1419,leaf-user,,,,2
ThePhD,leaf-user,,,,2
ThePolywellGuy,leaf-user,,,,3
TheRakken,leaf-user,,,,2
thesufian,leaf-user,,,,2
theturtle32,user,51,20,71,69
theUnspecified,leaf-user,,,,2
theuves,user,51,51,102,92
thevangelist,leaf-user,,,,3
TheWoolsinator,leaf-user,,,,2
Thiago5Tavares,leaf-user,,,,2
thiagofa,leaf-user,,,,3
thiagolacerdadesouza,leaf-user,,,,6
thiagolimaa,user,37,51,88,70
thibaultboursier,leaf-user,,,,2
Thibaut,leaf-user,,,,3
thibautjombart,leaf-user,,,,2
ThiefMaster,leaf-user,,,,2
thiippal,leaf-user,,,,2
think2011,leaf-user,,,,3
thinkdeep,leaf-user,,,,2
thinkdmeanin,leaf-user,,,,5
thinkermao,leaf-user,,,,2
thinkinfinite,leaf-user,,,,2
Thinking80s,user,27,51,78,68
thinkinnight,leaf-user,,,,2
Thinkscape,leaf-user,,,,4
thirdwing,leaf-user,,,,5
thisandagain,leaf-user,,,,3
thlorenz,leaf-user,,,,6
tholman,leaf-user,,,,6
thomasdavis,leaf-user,,,,2
ThomasLau,leaf-user,,,,2
ThomasLengeling,leaf-user,,,,2
thomasleveil,leaf-user,,,,2
thomasp85,leaf-user,,,,2
thomasv314,leaf-user,,,,2
Thorium,leaf-user,,,,2
thorsling,leaf-user,,,,3
threeLeafs,leaf-user,,,,2
thuanhp,leaf-user,,,,4
Thuffer86,leaf-user,,,,9
thunguyen83,leaf-user,,,,2
thurstonemerson,leaf-user,,,,3
tiaanduplessis,leaf-user,,,,4
tiagmoraismorgado,leaf-user,,,,2
tiagoantao,leaf-user,,,,2
tiagobarreto,leaf-user,,,,2
tian52,user,2,3,5,3
tian-bin,leaf-user,,,,3
tiancaiamao,leaf-user,,,,3
tianguanghui,user,13,51,64,64
TianJiaDaShao,user,51,51,102,129
tianlei1991,user,0,12,12,12
tiann,leaf-user,,,,3
Tiannuo,leaf-user,,,,3
tianshaokai,leaf-user,,,,3
tiant167,leaf-user,,,,2
tianweidut,leaf-user,,,,2
tianxiangyi,user,30,51,81,56
tianyicui,leaf-user,,,,4
tianzhijiexian,leaf-user,,,,4
tibbe,leaf-user,,,,2
tienne,leaf-user,,,,2
TiffanyGMY,leaf-user,,,,3
tigefa4u,leaf-user,,,,14
TIGERB,leaf-user,,,,3
tigerguixh,leaf-user,,,,2
tigerneil,leaf-user,,,,4
tiggreen,user,51,51,102,81
Tim9Liu9,leaf-user,,,,2
timbl,leaf-user,,,,2
timBrockman,user,48,51,99,55
timcreative,leaf-user,,,,2
timdorr,leaf-user,,,,2
timdream,leaf-user,,,,2
time4popcorn,leaf-user,,,,2
timebug,leaf-user,,,,3
timelyportfolio,leaf-user,,,,2
TimeMachine-Tony,leaf-user,,,,7
timholy,leaf-user,,,,4
timkofu,user,23,20,43,24
timliunize,leaf-user,,,,2
timmy3131,leaf-user,,,,3
timofonic,leaf-user,,,,4
TimothyGu,leaf-user,,,,3
timothykibler,user,6,8,14,10
timoxley,leaf-user,,,,4
timurtu,leaf-user,,,,3
tinygg,leaf-user,,,,2
tinyking,leaf-user,,,,2
tiod,leaf-user,,,,2
tiolipexb,leaf-user,,,,2
tiomke,leaf-user,,,,2
titanous,leaf-user,,,,3
titipata,leaf-user,,,,2
tito,leaf-user,,,,2
titu1994,leaf-user,,,,2
tj,user,51,51,102,225
tjanczuk,leaf-user,,,,2
tjfontaine,leaf-user,,,,5
tjmehta,leaf-user,,,,2
tjnine,leaf-user,,,,2
tjuking,user,23,31,54,32
tjvantoll,leaf-user,,,,2
tjwebb,leaf-user,,,,2
tjwudi,user,51,51,102,103
t-k-,leaf-user,,,,2
tkaden4,user,35,51,86,69
tkelman,leaf-user,,,,2
tkersey,leaf-user,,,,2
tkipf,leaf-user,,,,2
tkremenek,leaf-user,,,,2
tl3shi,leaf-user,,,,2
TlaurusRabbit,leaf-user,,,,2
tlycken,leaf-user,,,,2
tm57,leaf-user,,,,8
Tmacsy,leaf-user,,,,3
tmalaska,leaf-user,,,,2
tmc,leaf-user,,,,2
TMCjp,leaf-user,,,,3
tmcw,leaf-user,,,,8
tmeasday,leaf-user,,,,5
tmfromer,user,2,1,3,3
tmm1,leaf-user,,,,2
tmoreton,user,6,6,12,9
tmquang6805,user,20,51,71,70
tmylk,leaf-user,,,,2
tnbeatty,user,22,27,49,38
tngan,user,51,51,102,100
tnjaile,user,5,1,6,5
tnm,leaf-user,,,,2
ToanPV90,leaf-user,,,,3
toastdriven,leaf-user,,,,2
tobegit3hub,leaf-user,,,,3
tobiasahlin,leaf-user,,,,2
tobie,leaf-user,,,,2
toby2,leaf-user,,,,2
toddmotto,leaf-user,,,,14
ToFran,leaf-user,,,,2
toivoh,leaf-user,,,,2
toji,leaf-user,,,,3
tokenrove,leaf-user,,,,3
tokions,leaf-user,,,,2
tokudu,leaf-user,,,,2
TolVeasna,leaf-user,,,,2
tomasian,leaf-user,,,,2
TomaszRewak,leaf-user,,,,2
tomatobot,leaf-user,,,,2
tombkeeper,leaf-user,,,,2
tomchentw,leaf-user,,,,2
tomchristie,leaf-user,,,,4
tomcusack1,leaf-user,,,,3
tomdale,leaf-user,,,,2
tomekl007,leaf-user,,,,2
tomfanxiaojun,leaf-user,,,,3
TomHAnderson,leaf-user,,,,2
tomitomi3,user,4,8,12,8
tomkinsc,leaf-user,,,,2
tomlepaine,user,51,33,84,81
TomLiu,leaf-user,,,,2
tomlla,leaf-user,,,,2
tommego,leaf-user,,,,2
tommy351,leaf-user,,,,12
tommycarstensen,leaf-user,,,,2
tommyZZM,leaf-user,,,,2
tomo0111,leaf-user,,,,14
tomorrow199011,leaf-user,,,,7
tomplays,leaf-user,,,,2
tom-zhb,leaf-user,,,,2
tong,leaf-user,,,,2
Tong-c,leaf-user,,,,2
TongchengQiu,leaf-user,,,,3
Tongtas,leaf-user,,,,2
tongwang666,leaf-user,,,,2
tongyao,leaf-user,,,,2
tongzh,leaf-user,,,,2
tonicospinelli,leaf-user,,,,3
tonistiigi,leaf-user,,,,2
tonsky,leaf-user,,,,5
TonyAbell,leaf-user,,,,2
tonybright,leaf-user,,,,2
tonydeng,leaf-user,,,,2
tonyhffong,leaf-user,,,,2
tony-hong,user,15,15,30,23
tonyisid,leaf-user,,,,2
tonymorris,leaf-user,,,,4
tonyseek,leaf-user,,,,5
TonyshanM,leaf-user,,,,2
TonyWoo,leaf-user,,,,3
tonyxiao,leaf-user,,,,2
TooAngel,leaf-user,,,,2
TooBug,leaf-user,,,,10
toomastahves,leaf-user,,,,6
Toona0,leaf-user,,,,2
TooTallNate,user,51,51,102,112
topameng,leaf-user,,,,2
topaz,leaf-user,,,,3
toplan,leaf-user,,,,4
tornadomeet,leaf-user,,,,4
torto,leaf-user,,,,2
ToruMakabe,user,16,1,17,17
torvalds,user,51,0,51,201
toshiemon18,user,42,51,93,71
totaljs,leaf-user,,,,5
toto,leaf-user,,,,2
Toulouse2008,leaf-user,,,,2
toumubaoqiong,user,12,51,63,62
tovar3012,leaf-user,,,,3
Toxic-Hydra,user,7,8,15,11
Toxni,leaf-user,,,,2
toxtli,user,51,51,102,143
toygar,leaf-user,,,,2
tparisi,leaf-user,,,,2
tpetricek,leaf-user,,,,2
tpope,leaf-user,,,,14
tqchen,leaf-user,,,,11
trabisdementia,leaf-user,,,,2
tramplingWillow,leaf-user,,,,2
transcranial,leaf-user,,,,2
TransformGit,leaf-user,,,,12
transwarpio,leaf-user,,,,2
travisjeffery,leaf-user,,,,3
travisneilson,leaf-user,,,,2
treeder,leaf-user,,,,3
treejames,leaf-user,,,,4
trek,leaf-user,,,,2
Treri,leaf-user,,,,6
trevnorris,leaf-user,,,,4
trevormozingo,leaf-user,,,,10
trevorstephens,user,51,40,91,91
trevorwang,leaf-user,,,,2
trietptm,leaf-user,,,,23
triforce,leaf-user,,,,4
trileverwt,leaf-user,,,,2
Trinea,user,51,37,88,116
trinhduc,leaf-user,,,,2
trinhdung0911,user,4,51,55,53
triplekill,leaf-user,,,,5
tristanbf,leaf-user,,,,2
tritao,leaf-user,,,,2
trivett,leaf-user,,,,2
trotyl,leaf-user,,,,2
TroyMa1990,leaf-user,,,,2
trstaub,leaf-user,,,,2
tru,leaf-user,,,,2
trueadm,leaf-user,,,,3
trustin,leaf-user,,,,4
trvrb,user,51,51,102,100
tsai1993,leaf-user,,,,2
tschaub,leaf-user,,,,2
tschellenbach,leaf-user,,,,3
tschneidereit,leaf-user,,,,2
tscholak,leaf-user,,,,2
tseemann,leaf-user,,,,3
tsega,leaf-user,,,,3
tsenart,leaf-user,,,,2
tsg,user,37,7,44,41
tshort,leaf-user,,,,2
TsingfunLee,user,13,51,64,61
tsingjinyun,leaf-user,,,,2
Tsmith5151,user,7,9,16,13
Tsroad,leaf-user,,,,16
tsroten,leaf-user,,,,2
TsutomuNakamura,leaf-user,,,,2
tsy12321,leaf-user,,,,2
tt124640432,leaf-user,,,,4
tt-ghost,leaf-user,,,,2
TTimo,leaf-user,,,,2
ttjordan,leaf-user,,,,2
ttsiodras,user,51,0,51,51
tualatrix,leaf-user,,,,7
tuanpmt,leaf-user,,,,2
tudousi,leaf-user,,,,3
tunabrain,leaf-user,,,,2
tunnckoCore,leaf-user,,,,5
tuong,leaf-user,,,,3
TuongPV2,leaf-user,,,,3
tupunco,leaf-user,,,,6
turboic,leaf-user,,,,3
TuringMacLee,leaf-user,,,,2
Turkyden,leaf-user,,,,2
tushar-rishav,leaf-user,,,,3
tuteng,leaf-user,,,,2
Tu-tu-tu,leaf-user,,,,4
tuupola,leaf-user,,,,3
Tuxified,user,26,51,77,71
tuzhao,user,9,30,39,33
tvvocold,user,51,51,102,189
twbattaglia,user,6,11,17,15
twhetzel,leaf-user,,,,2
twiecki,leaf-user,,,,2
Twiknight,leaf-user,,,,3
twolfson,leaf-user,,,,2
txmodxoops,user,11,25,36,32
txthanhtung,leaf-user,,,,2
txus,leaf-user,,,,2
ty4z2008,leaf-user,,,,6
tychio,user,51,48,99,87
tylergaw,leaf-user,,,,2
tylerhether,user,4,7,11,9
tylermcginnis,leaf-user,,,,4
tylertreat,leaf-user,,,,2
TylerYang,leaf-user,,,,2
tyn520215,user,6,21,27,21
Tynes,leaf-user,,,,2
typcn,leaf-user,,,,4
typicalmike002,user,8,6,14,10
typicode,leaf-user,,,,7
typpo,leaf-user,,,,2
Tyquan,leaf-user,,,,20
tyrantgit,user,51,7,58,59
tyrchen,leaf-user,,,,5
Tyriar,leaf-user,,,,2
tyrollins,leaf-user,,,,24
tysheng,leaf-user,,,,3
tzpBingo,leaf-user,,,,2
tzq668766,user,51,51,102,83
tzsmurf,leaf-user,,,,3
u4bi,user,31,33,64,37
ucasFL,user,5,12,17,13
uchenm,leaf-user,,,,2
udbmnm,leaf-user,,,,8
udo-stenzel,user,9,0,9,9
udspj,leaf-user,,,,2
ueg1990,leaf-user,,,,2
uestccokey,leaf-user,,,,2
ufologist,leaf-user,,,,3
ufoqhmdt,leaf-user,,,,2
UFreedom,leaf-user,,,,2
ufukdogan92,leaf-user,,,,2
ufukomer,leaf-user,,,,3
ugjka,leaf-user,,,,3
ugurarici,leaf-user,,,,2
UIKit0,leaf-user,,,,2
ukd1,leaf-user,,,,2
ukeller,user,2,0,2,2
ultra7677,leaf-user,,,,2
UltramanGaia,user,1,2,3,3
ultrasilicon,user,51,51,102,100
UltraWalker,leaf-user,,,,3
umaar,leaf-user,,,,2
UmidaSalikhova,leaf-user,,,,5
umpirsky,leaf-user,,,,3
umurgdk,leaf-user,,,,5
una,leaf-user,,,,9
unbug,leaf-user,,,,4
unclebob,leaf-user,,,,10
unclehking,leaf-user,,,,2
uncodecn,leaf-user,,,,2
uncoder-,leaf-user,,,,2
unconed,leaf-user,,,,4
undownding,leaf-user,,,,2
undoZen,leaf-user,,,,4
undrey,leaf-user,,,,2
unicodeveloper,leaf-user,,,,2
unidospelosoftware,user,8,22,30,24
UniH,leaf-user,,,,2
unindented,leaf-user,,,,2
Unitech,leaf-user,,,,4
unixarcade,leaf-user,,,,2
unixc3t,leaf-user,,,,7
un-knight,user,3,8,11,10
Unknwon,leaf-user,,,,15
unruledboy,leaf-user,,,,2
upccup,user,5,3,8,6
upeoe,user,5,19,24,24
uppusaikiran,user,22,51,73,68
uptonking,leaf-user,,,,4
up-up,leaf-user,,,,2
uranusjr,leaf-user,,,,2
Urigo,leaf-user,,,,2
Urinx,leaf-user,,,,4
ursulashan,leaf-user,,,,2
user20161119,leaf-user,,,,2
userimack,leaf-user,,,,10
userzimmermann,user,26,51,77,72
usethetics,user,12,24,36,35
ustbhuangyi,leaf-user,,,,2
ustun,leaf-user,,,,2
UsulPro,leaf-user,,,,8
utensil,user,51,51,102,100
utilForever,leaf-user,,,,2
utom,leaf-user,,,,2
utzig,leaf-user,,,,2
UweTrottmann,leaf-user,,,,5
uynap,user,2,0,2,2
uyson,leaf-user,,,,2
v2panda,leaf-user,,,,2
v2ray,leaf-user,,,,3
vaaaaanquish,leaf-user,,,,2
vadimdemedes,leaf-user,,,,2
VagrantStory,user,51,51,102,309
vagusX,leaf-user,,,,2
Vahidrz,leaf-user,,,,2
vaibhav-jain,leaf-user,,,,2
vaigunth,leaf-user,,,,3
VaJoy,leaf-user,,,,4
vakila,leaf-user,,,,5
valaxis,leaf-user,,,,2
valaxy,leaf-user,,,,2
valera-rozuvan,leaf-user,,,,2
valhongli,leaf-user,,,,2
valums,leaf-user,,,,2
valyala,leaf-user,,,,6
Vamei,user,51,4,55,59
vandadnp,leaf-user,,,,3
Vanessa219,user,51,40,91,89
vania-pooh,leaf-user,,,,3
VanKuang,user,5,7,12,11
vansh007,user,35,51,86,71
vanstee,leaf-user,,,,2
VarAndrewChen,leaf-user,,,,2
vargi,leaf-user,,,,3
varungn,user,13,19,32,21
varzy,leaf-user,,,,2
VasekPurchart,leaf-user,,,,2
vaskarjewel,leaf-user,,,,2
vasquez23,leaf-user,,,,2
VaughnVernon,leaf-user,,,,2
vbauer,leaf-user,,,,3
vbmithr,leaf-user,,,,2
vbratkev,leaf-user,,,,2
vc9308,user,5,50,55,53
vCaesar,leaf-user,,,,2
vchuravy,leaf-user,,,,2
VctrySam,leaf-user,,,,3
vczero,user,51,28,79,87
vczh,user,51,7,58,103
vdt,leaf-user,,,,4
vecio,leaf-user,,,,2
vector-man,leaf-user,,,,2
vedindia,leaf-user,,,,5
vedovelli,leaf-user,,,,2
veficos,leaf-user,,,,2
VegetableCat,leaf-user,,,,2
VegiS,leaf-user,,,,3
velocirabbit,user,3,6,9,8
venoral,leaf-user,,,,6
venuswu,leaf-user,,,,2
VenyXiong,leaf-user,,,,2
verekia,leaf-user,,,,6
vergilius,leaf-user,,,,2
Vermisse,user,51,51,102,541
vermouth1994,leaf-user,,,,3
VeryCB,leaf-user,,,,3
Vespa314,leaf-user,,,,2
veyvin,leaf-user,,,,3
vfreex,user,8,3,11,8
vhf,leaf-user,,,,10
vibsdrockstar,leaf-user,,,,2
vic,leaf-user,,,,2
vicainelli,leaf-user,,,,2
vicb,leaf-user,,,,3
vicboma1,user,51,51,102,96
vickychijwani,leaf-user,,,,2
vicky-lhj,leaf-user,,,,5
Vickylong,leaf-user,,,,2
vickyzhu,leaf-user,,,,2
VictorAlbertos,leaf-user,,,,3
